X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,Y1
8000,5666.66666666667,0.0200008,0.151428571428571,4.54545454545454,1.63076923076923,22.3529411764706,31.0526315789474,40.8695652173913,4413.79310344828,0.0419354838709677,0.0756756756756757,0.731707317073171,54.6511627906977,15.531914893617,38.4905660377358,0.0535593220338983,0.344262295081967,1.13432835820896,0.23943661971831,0.767123287671233,0.324050632911392,0.0339759036144578,1.55056179775281,15.0515463917526,1.48514851485149,39.4174757281553,14.5794392523364,1.1743119266055,1.43362831858407,0.177952755905512,0.175572519083969,0.172262773722628,0.171223021582734,2.65771812080537,0.165562913907285,0.163057324840764,0.160736196319018,5.5688622754491,0.256647398843931,1.55307262569832,154.696132596685,0.151832460732984,125.388601036269,150.253807106599,0.597989949748744,0.146919431279621,72.1973094170404,1.08370044052863,0.143231441048035,0.284978540772532,5.39748953974895,21.9917012448133,10.3585657370518,21.8677042801556,10.722433460076,0.684014869888476,11.8081180811808,103.249097472924,10676.1565836299,23.4628975265018,0.054061433447099,0.132247557003257,0.131832797427653,0.00065814696485623,23.0914826498423,22.9607250755287,0.055786350148368,0.257060518731988,2.56733524355301,7.81869688385269e-06,21.3370473537604,0.00126975476839237,2.53083109919571,0.252242744063325,0.00125848563968668,0.992787
4500,10333.3333333333,0.0400006,0.292857142857143,5.09090909090909,3.16153846153846,39.7058823529412,57.1052631578947,61.7391304347826,7827.58620689655,0.0738709677419355,0.101351351351351,0.963414634146341,59.3023255813954,26.063829787234,56.9811320754717,0.0871186440677966,0.588524590163934,1.26865671641791,0.37887323943662,1.03424657534247,0.448101265822785,0.0579518072289157,2.10112359550562,20.1030927835052,1.97029702970297,48.8349514563107,19.1588785046729,1.34862385321101,1.86725663716814,0.255905511811024,0.251145038167939,0.244525547445255,0.242446043165468,3.31543624161074,0.23112582781457,0.226114649681529,0.221472392638037,6.1377245508982,0.313294797687861,2.10614525139665,209.39226519337,0.203664921465969,150.777202072539,200.507614213198,0.695979899497488,0.193838862559242,94.3946188340807,1.16740088105727,0.18646288209607,0.369957081545064,5.79497907949791,23.9834024896266,10.7171314741036,23.7354085603113,11.4448669201521,0.868029739776952,13.6162361623616,106.498194945848,11352.3131672598,26.9257950530035,0.088122866894198,0.164495114006515,0.163665594855305,0.00081629392971246,26.1829652996845,25.9214501510574,0.0615727002967359,0.314121037463977,3.13467048710602,1.06373937677054e-05,22.6740947075209,0.00153950953678474,3.06166219839142,0.304485488126649,0.00151697127937337,0.962889
11500,2555.55555555556,0.0600004,0.434285714285714,5.63636363636364,4.69230769230769,57.0588235294118,83.1578947368421,82.6086956521739,11241.3793103448,0.105806451612903,0.127027027027027,1.19512195121951,63.953488372093,36.5957446808511,75.4716981132076,0.120677966101695,0.832786885245902,1.40298507462687,0.51830985915493,1.3013698630137,0.572151898734177,0.0819277108433735,2.65168539325843,25.1546391752577,2.45544554455446,58.252427184466,23.7383177570093,1.52293577981651,2.30088495575221,0.333858267716535,0.326717557251908,0.316788321167883,0.313669064748201,3.97315436241611,0.296688741721854,0.289171974522293,0.282208588957055,6.70658682634731,0.369942196531792,2.65921787709497,264.088397790055,0.255497382198953,176.165803108808,250.761421319797,0.793969849246231,0.240758293838863,116.591928251121,1.2511013215859,0.229694323144105,0.454935622317597,6.19246861924686,25.9751037344398,11.0756972111554,25.6031128404669,12.1673003802281,1.05204460966543,15.4243542435424,109.747292418773,12028.4697508897,30.3886925795053,0.122184300341297,0.196742671009772,0.195498392282958,0.00097444089456869,29.2744479495268,28.8821752265861,0.0673590504451039,0.371181556195965,3.70200573065903,1.34560906515581e-05,24.0111420612813,0.00180926430517711,3.59249329758713,0.356728232189974,0.00177545691906005,0.993945
2750,7222.22222222222,0.0800002,0.575714285714286,6.18181818181818,6.22307692307692,74.4117647058823,109.210526315789,103.478260869565,14655.1724137931,0.137741935483871,0.152702702702703,1.42682926829268,68.6046511627907,47.1276595744681,93.9622641509434,0.154237288135593,1.07704918032787,1.53731343283582,0.657746478873239,1.56849315068493,0.69620253164557,0.105903614457831,3.20224719101124,30.2061855670103,2.94059405940594,67.6699029126214,28.3177570093458,1.69724770642202,2.73451327433628,0.411811023622047,0.402290076335878,0.389051094890511,0.384892086330935,4.63087248322148,0.362251655629139,0.352229299363057,0.342944785276074,7.27544910179641,0.426589595375723,3.2122905027933,318.78453038674,0.307329842931937,201.554404145078,301.015228426396,0.891959798994975,0.287677725118483,138.789237668161,1.33480176211454,0.27292576419214,0.539914163090129,6.58995815899582,27.9668049792531,11.4342629482072,27.4708171206226,12.8897338403042,1.2360594795539,17.2324723247232,112.996389891697,12704.6263345196,33.8515901060071,0.156245733788396,0.228990228013029,0.227331189710611,0.00113258785942492,32.3659305993691,31.8429003021148,0.0731454005934718,0.428242074927954,4.26934097421203,1.62747875354108e-05,25.3481894150418,0.00207901907356948,4.12332439678284,0.408970976253298,0.00203394255874674,0.775523
9750,11888.8888888889,0.00400096,0.717142857142857,6.72727272727273,7.75384615384615,91.7647058823529,135.263157894737,124.347826086957,18068.9655172414,0.169677419354839,0.178378378378378,1.65853658536585,73.2558139534884,57.6595744680851,112.452830188679,0.187796610169492,1.32131147540984,1.67164179104478,0.797183098591549,1.83561643835616,0.820253164556962,0.129879518072289,3.75280898876404,35.2577319587629,3.42574257425743,77.0873786407767,32.8971962616822,1.87155963302752,3.16814159292035,0.489763779527559,0.477862595419847,0.461313868613139,0.456115107913669,5.28859060402685,0.427814569536424,0.415286624203822,0.403680981595092,7.84431137724551,0.483236994219653,3.76536312849162,373.480662983425,0.359162303664922,226.943005181347,351.269035532995,0.989949748743719,0.334597156398104,160.986547085202,1.41850220264317,0.316157205240175,0.624892703862661,6.98744769874477,29.9585062240664,11.792828685259,29.3385214007782,13.6121673003802,1.42007434944238,19.0405904059041,116.245487364621,13380.7829181495,37.3144876325088,0.190307167235495,0.261237785016287,0.259163987138264,0.00129073482428115,35.4574132492114,34.8036253776435,0.0789317507418398,0.485302593659942,4.83667621776504,1.90934844192635e-05,26.6852367688022,0.00234877384196185,4.65415549597855,0.461213720316623,0.00229242819843342,0.953829
6250,4111.11111111111,0.02400076,0.858571428571429,7.27272727272727,9.28461538461538,109.117647058824,161.315789473684,145.217391304348,21482.7586206897,0.201612903225806,0.204054054054054,1.89024390243902,77.906976744186,68.1914893617021,130.943396226415,0.22135593220339,1.5655737704918,1.80597014925373,0.936619718309859,2.1027397260274,0.944303797468355,0.153855421686747,4.30337078651685,40.3092783505155,3.91089108910891,86.504854368932,37.4766355140187,2.04587155963303,3.60176991150442,0.567716535433071,0.553435114503817,0.533576642335767,0.527338129496403,5.94630872483221,0.493377483443709,0.478343949044586,0.464417177914111,8.41317365269461,0.539884393063584,4.31843575418994,428.17679558011,0.410994764397906,252.331606217617,401.522842639594,1.08793969849246,0.381516587677725,183.183856502242,1.50220264317181,0.35938864628821,0.709871244635193,7.38493723849372,31.9502074688797,12.1513944223108,31.2062256809339,14.3346007604563,1.60408921933085,20.8487084870849,119.494584837545,14056.9395017794,40.7773851590106,0.224368600682594,0.293485342019544,0.290996784565916,0.00144888178913738,38.5488958990536,37.7643504531722,0.0847181008902077,0.542363112391931,5.40401146131805,2.19121813031161e-05,28.0222841225627,0.00261852861035422,5.18498659517426,0.513456464379947,0.0025509138381201,0.997681
13250,8777.77777777778,0.04400056,0.0302040816326531,7.81818181818182,10.8153846153846,126.470588235294,187.368421052632,166.086956521739,24896.5517241379,0.233548387096774,0.22972972972973,2.1219512195122,82.5581395348837,78.7234042553191,149.433962264151,0.254915254237288,1.80983606557377,1.94029850746269,1.07605633802817,2.36986301369863,1.06835443037975,0.177831325301205,4.85393258426966,45.360824742268,4.3960396039604,95.9223300970874,42.0560747663551,2.22018348623853,4.0353982300885,0.645669291338583,0.629007633587786,0.605839416058394,0.598561151079137,6.60402684563758,0.558940397350993,0.54140127388535,0.525153374233129,8.98203592814371,0.596531791907514,4.87150837988827,482.872928176796,0.46282722513089,277.720207253886,451.776649746193,1.18592964824121,0.428436018957346,205.381165919283,1.58590308370044,0.402620087336245,0.794849785407725,7.78242677824268,33.9419087136929,12.5099601593625,33.0739299610895,15.0570342205323,1.78810408921933,22.6568265682657,122.743682310469,14733.0960854093,44.2402826855124,0.258430034129693,0.325732899022801,0.322829581993569,0.00160702875399361,41.6403785488959,40.7250755287009,0.0905044510385757,0.599423631123919,5.97134670487106,2.47308781869688e-05,29.3593314763231,0.00288828337874659,5.71581769436997,0.565699208443272,0.00280939947780679,0.997476
1875,13444.4444444444,0.06400036,0.171632653061224,8.36363636363636,12.3461538461538,143.823529411765,213.421052631579,186.95652173913,28310.3448275862,0.265483870967742,0.255405405405405,2.35365853658537,87.2093023255814,89.2553191489362,167.924528301887,0.288474576271186,2.05409836065574,2.07462686567164,1.21549295774648,2.63698630136986,1.19240506329114,0.201807228915663,5.40449438202247,50.4123711340206,4.88118811881188,105.339805825243,46.6355140186916,2.39449541284404,4.46902654867257,0.723622047244095,0.704580152671756,0.678102189781022,0.669784172661871,7.26174496644295,0.624503311258278,0.604458598726115,0.585889570552147,9.55089820359282,0.653179190751445,5.42458100558659,537.569060773481,0.514659685863874,303.108808290155,502.030456852792,1.28391959798995,0.475355450236967,227.578475336323,1.66960352422907,0.445851528384279,0.879828326180258,8.17991631799163,35.9336099585062,12.8685258964143,34.9416342412451,15.7794676806084,1.97211895910781,24.4649446494465,125.992779783394,15409.2526690391,47.7031802120141,0.292491467576792,0.357980456026059,0.354662379421222,0.00176517571884984,44.7318611987382,43.6858006042296,0.0962908011869436,0.656484149855908,6.53868194842407,2.75495750708215e-05,30.6963788300836,0.00315803814713896,6.24664879356568,0.617941952506596,0.00306788511749347,0.764957
8875,1518.51851851852,0.08400016,0.313061224489796,8.90909090909091,13.8769230769231,161.176470588235,239.473684210526,207.826086956522,31724.1379310345,0.29741935483871,0.281081081081081,2.58536585365854,91.8604651162791,99.7872340425532,186.415094339623,0.322033898305085,2.29836065573771,2.2089552238806,1.35492957746479,2.9041095890411,1.31645569620253,0.225783132530121,5.95505617977528,55.4639175257732,5.36633663366337,114.757281553398,51.214953271028,2.56880733944954,4.90265486725664,0.801574803149606,0.780152671755725,0.75036496350365,0.741007194244604,7.91946308724832,0.690066225165563,0.667515923566879,0.646625766871166,10.1197604790419,0.709826589595376,5.97765363128492,592.265193370166,0.566492146596859,328.497409326425,552.284263959391,1.38190954773869,0.522274881516588,249.775784753363,1.75330396475771,0.489082969432314,0.96480686695279,8.57740585774058,37.9253112033195,13.2270916334661,36.8093385214008,16.5019011406844,2.15613382899628,26.2730627306273,129.241877256318,16085.409252669,51.1660777385159,0.326552901023891,0.390228013029316,0.386495176848875,0.00192332268370607,47.8233438485804,46.6465256797583,0.102077151335312,0.713544668587896,7.10601719197708,3.03682719546742e-05,32.033426183844,0.00342779291553134,6.77747989276139,0.670184696569921,0.00332637075718016,0.955109
5375,6185.18518518519,0.00800092,0.454489795918367,9.45454545454546,15.4076923076923,178.529411764706,265.526315789474,228.695652173913,35137.9310344828,0.329354838709677,0.306756756756757,2.81707317073171,96.5116279069767,110.31914893617,204.905660377358,0.355593220338983,2.54262295081967,2.34328358208955,1.4943661971831,3.17123287671233,1.44050632911392,0.249759036144578,6.50561797752809,60.5154639175258,5.85148514851485,124.174757281553,55.7943925233645,2.74311926605505,5.33628318584071,0.879527559055118,0.855725190839695,0.822627737226277,0.812230215827338,8.57718120805369,0.755629139072848,0.730573248407643,0.707361963190184,10.688622754491,0.766473988439306,6.53072625698324,646.961325966851,0.618324607329843,353.886010362694,602.53807106599,1.47989949748744,0.569194312796209,271.973094170404,1.83700440528634,0.532314410480349,1.04978540772532,8.97489539748954,39.9170124481328,13.5856573705179,38.6770428015564,17.2243346007605,2.34014869888476,28.0811808118081,132.490974729242,16761.5658362989,54.6289752650177,0.36061433447099,0.422475570032573,0.418327974276527,0.0020814696485623,50.9148264984227,49.607250755287,0.10786350148368,0.770605187319885,7.67335243553009,3.31869688385269e-05,33.3704735376045,0.00369754768392371,7.3083109919571,0.722427440633245,0.00358485639686684,0.986707
